asset_id,asset_type,business_unit,internet_exposed,asset_criticality,data_sensitivity,revenue_dependency
AST-001481,Network_Device,Finance,0,3,1,High
AST-001482,Server,Marketing,0,1,4,High
AST-001483,Workstation,Operations,1,1,1,Medium
AST-001484,Server,Marketing,0,1,2,Medium
AST-001485,Database,Engineering,1,5,1,High
AST-001486,Database,Engineering,0,1,3,High
AST-001487,Database,Finance,0,1,2,Medium
AST-001488,Workstation,Sales,0,1,2,Medium
AST-001489,Database,Finance,0,1,2,Medium
AST-001490,Workstation,Finance,0,1,1,Low
AST-001491,Server,Engineering,0,2,1,Medium
AST-001492,Database,Marketing,0,1,3,High
AST-001493,Server,Engineering,0,2,1,Medium
AST-001494,Server,Operations,0,1,3,Medium
AST-001495,Workstation,Engineering,1,2,2,High
AST-001496,Workstation,Engineering,0,2,1,Low
AST-001497,Workstation,Finance,0,1,2,Low
AST-001498,Workstation,Sales,1,1,2,Medium
AST-001499,Database,Finance,1,1,2,Medium
AST-001500,Network_Device,HR,0,1,3,Medium
AST-001501,Workstation,Engineering,0,2,1,High
AST-001502,Workstation,Engineering,1,2,3,High
AST-001503,Server,HR,1,2,1,Low
AST-001504,Database,Engineering,1,1,3,Medium
AST-001505,Database,Engineering,0,1,1,Low
AST-001506,Database,Operations,0,1,1,Low
AST-001507,Workstation,Engineering,0,2,2,High
AST-001508,Workstation,HR,1,2,1,Medium
AST-001509,Workstation,Finance,0,1,4,High
AST-001510,Workstation,Engineering,0,3,1,High
AST-001511,Network_Device,Sales,1,1,1,Low
AST-001512,Workstation,HR,0,5,1,High
AST-001513,Cloud_Storage,Marketing,0,1,1,Low
AST-001514,Server,Operations,0,3,2,High
AST-001515,Server,HR,0,1,2,Medium
AST-001516,Server,Finance,0,4,1,Critical
AST-001517,Workstation,HR,0,1,1,Low
AST-001518,Network_Device,Marketing,0,1,1,Low
AST-001519,Server,Operations,0,1,1,Low
AST-001520,Cloud_Storage,Sales,0,5,2,Critical
AST-001521,Server,Marketing,0,5,2,Critical
AST-001522,Cloud_Storage,HR,0,1,2,Medium
AST-001523,Database,Marketing,0,2,4,High
AST-001524,Server,HR,0,2,3,High
AST-001525,Workstation,Sales,0,1,1,Low
AST-001526,Server,Sales,0,1,1,Low
AST-001527,Server,Finance,0,5,3,Critical
AST-001528,Database,Sales,0,2,2,Medium
AST-001529,Network_Device,Engineering,0,1,1,Low
AST-001530,Workstation,Marketing,1,1,2,Medium
AST-001531,Database,Marketing,0,1,4,Medium
AST-001532,Workstation,HR,0,2,3,High
AST-001533,Workstation,Sales,0,1,1,Medium
AST-001534,Server,Finance,1,2,4,High
AST-001535,Workstation,Finance,0,1,4,Critical
AST-001536,Server,Finance,0,1,1,Low
AST-001537,Server,Operations,0,1,3,High
AST-001538,Workstation,Engineering,0,4,3,Critical
AST-001539,Server,Sales,1,1,1,Low
AST-001540,Workstation,Finance,0,3,2,Medium
AST-001541,Workstation,Engineering,1,1,1,Low
AST-001542,Server,Marketing,0,2,2,Low
AST-001543,Workstation,HR,0,1,3,Medium
AST-001544,Server,Sales,0,2,1,Medium
AST-001545,Cloud_Storage,Sales,0,3,1,Medium
AST-001546,Workstation,Operations,0,1,3,Medium
AST-001547,Network_Device,Marketing,0,1,4,Critical
AST-001548,Workstation,Sales,0,2,1,Low
AST-001549,Server,Operations,1,1,3,Medium
AST-001550,Workstation,Operations,0,2,1,Medium
AST-001551,Cloud_Storage,Operations,0,1,1,Low
AST-001552,Workstation,Sales,0,2,2,Medium
AST-001553,Network_Device,Sales,0,2,2,Medium
AST-001554,Network_Device,Sales,0,1,2,Medium
AST-001555,Server,Engineering,1,2,1,Medium
AST-001556,Server,Operations,1,2,1,Low
AST-001557,Workstation,Engineering,0,1,3,Medium
AST-001558,Workstation,HR,0,1,1,Medium
AST-001559,Network_Device,Sales,0,2,1,Low
AST-001560,Cloud_Storage,Marketing,1,1,3,Medium
AST-001561,Database,Finance,0,5,2,Critical
AST-001562,Server,HR,0,2,1,Low
AST-001563,Workstation,Finance,1,1,1,Low
AST-001564,Server,Finance,1,3,3,Critical
AST-001565,Network_Device,Sales,0,1,4,Critical
AST-001566,Workstation,Marketing,1,2,1,Medium
AST-001567,Workstation,Finance,0,1,2,Medium
AST-001568,Server,Operations,0,3,1,High
AST-001569,Workstation,Finance,0,3,3,High
AST-001570,Workstation,HR,1,2,1,Low
AST-001571,Workstation,Marketing,0,1,2,Medium
AST-001572,Server,Marketing,0,1,2,Medium
AST-001573,Workstation,Finance,1,1,2,Medium
AST-001574,Network_Device,Marketing,0,1,3,Medium
AST-001575,Server,HR,1,1,1,Low
AST-001576,Server,HR,0,2,3,High
AST-001577,Server,HR,0,3,1,Medium
AST-001578,Workstation,Operations,0,1,1,Medium
AST-001579,Workstation,Sales,1,1,1,Low
AST-001580,Workstation,Finance,0,3,1,High
AST-001581,Server,Marketing,0,4,1,High
AST-001582,Database,HR,0,2,3,High
AST-001583,Workstation,Finance,1,1,2,Low
AST-001584,Workstation,Finance,0,2,3,Medium
AST-001585,Cloud_Storage,Sales,0,3,2,High
AST-001586,Server,Operations,0,1,1,Low
AST-001587,Workstation,Marketing,1,2,1,Low
AST-001588,Workstation,Operations,0,2,3,Medium
AST-001589,Workstation,Marketing,0,1,1,Medium
AST-001590,Workstation,HR,1,3,1,High
AST-001591,Workstation,HR,1,2,1,Low
AST-001592,Cloud_Storage,Finance,0,2,1,Low
AST-001593,Server,Marketing,1,2,2,Medium
AST-001594,Server,Marketing,0,1,1,Medium
AST-001595,Workstation,Operations,0,2,2,Medium
AST-001596,Workstation,HR,0,3,1,Medium
AST-001597,Server,Engineering,0,5,2,Critical
AST-001598,Server,Finance,1,1,3,Medium
AST-001599,Server,Marketing,0,1,2,Low
AST-001600,Network_Device,Sales,0,5,1,High
AST-001601,Server,Sales,0,2,1,Low
AST-001602,Database,Engineering,0,4,3,Critical
AST-001603,Server,HR,0,1,1,Medium
AST-001604,Database,HR,0,1,1,Medium
AST-001605,Server,HR,0,1,3,High
AST-001606,Workstation,Operations,1,3,4,Critical
AST-001607,Server,Sales,0,4,3,Critical
AST-001608,Network_Device,HR,0,2,4,Medium
AST-001609,Server,Sales,0,1,3,Low
AST-001610,Workstation,Engineering,0,1,2,Low
AST-001611,Network_Device,Finance,1,2,1,Low
AST-001612,Workstation,Operations,1,2,4,Critical
AST-001613,Workstation,Marketing,0,2,3,Medium
AST-001614,Database,Engineering,0,1,1,Low
AST-001615,Database,Sales,0,2,1,Medium
AST-001616,Workstation,Engineering,0,1,1,Low
AST-001617,Cloud_Storage,Marketing,0,2,4,Critical
AST-001618,Workstation,Operations,1,2,2,Medium
AST-001619,Workstation,Finance,1,4,1,High
AST-001620,Workstation,Marketing,0,2,1,Medium
AST-001621,Workstation,Operations,1,1,4,Medium
AST-001622,Server,Sales,1,1,2,Medium
AST-001623,Workstation,Marketing,1,4,1,High
AST-001624,Cloud_Storage,Engineering,1,1,1,Low
AST-001625,Server,HR,0,1,1,Medium
AST-001626,Workstation,Engineering,0,4,1,Medium
AST-001627,Server,Sales,1,2,2,High
AST-001628,Workstation,Finance,1,2,2,Medium
AST-001629,Server,Marketing,1,1,1,Low
AST-001630,Workstation,Finance,0,3,2,Medium
AST-001631,Workstation,Sales,0,1,1,Low
AST-001632,Database,Marketing,0,1,3,Medium
AST-001633,Workstation,Operations,0,1,1,Low
AST-001634,Workstation,Operations,0,1,1,Low
AST-001635,Cloud_Storage,Engineering,0,5,1,High
AST-001636,Server,Engineering,0,2,1,Medium
AST-001637,Database,Sales,0,2,1,Medium
AST-001638,Server,Operations,0,5,1,Medium
AST-001639,Cloud_Storage,Marketing,0,1,2,Low
AST-001640,Cloud_Storage,Operations,0,1,1,Medium
AST-001641,Workstation,Engineering,0,2,1,Low
AST-001642,Network_Device,Sales,1,2,3,High
AST-001643,Workstation,Operations,0,2,1,Low
AST-001644,Workstation,Sales,0,1,2,Medium
AST-001645,Server,Operations,1,2,1,Low
AST-001646,Workstation,Finance,0,1,1,Low
AST-001647,Server,Operations,1,1,1,Low
AST-001648,Network_Device,Engineering,0,1,1,Low
AST-001649,Workstation,Marketing,1,1,3,Medium
AST-001650,Workstation,Engineering,0,1,1,Low
AST-001651,Server,Engineering,1,1,2,Low
AST-001652,Database,Engineering,1,5,2,Critical
AST-001653,Server,Sales,0,4,1,Critical
AST-001654,Database,HR,0,2,2,Medium
AST-001655,Server,HR,0,5,1,High
AST-001656,Cloud_Storage,Finance,0,5,2,Critical
AST-001657,Workstation,Engineering,0,1,3,Medium
AST-001658,Database,HR,1,2,1,Low
AST-001659,Database,Finance,0,5,1,Critical
AST-001660,Workstation,Sales,0,2,1,Medium
AST-001661,Workstation,Engineering,1,1,1,Low
AST-001662,Workstation,Marketing,0,2,1,Medium
AST-001663,Cloud_Storage,Sales,0,1,4,Medium
AST-001664,Workstation,Finance,1,1,1,Low
AST-001665,Cloud_Storage,Sales,1,1,1,Low
AST-001666,Network_Device,Marketing,0,1,1,Low
AST-001667,Server,Sales,1,1,1,Medium
AST-001668,Cloud_Storage,Finance,0,4,1,Medium
AST-001669,Server,Marketing,0,1,1,Medium
AST-001670,Network_Device,Marketing,0,1,1,Medium
AST-001671,Database,Sales,0,1,1,Low
AST-001672,Network_Device,Marketing,0,2,2,Medium
AST-001673,Network_Device,Sales,0,5,3,Critical
AST-001674,Network_Device,Engineering,1,1,1,Low
AST-001675,Workstation,Marketing,0,1,3,Low
AST-001676,Database,Sales,1,2,1,Medium
AST-001677,Server,Engineering,0,2,2,High
AST-001678,Workstation,Marketing,1,1,1,Low
AST-001679,Server,Engineering,0,1,3,Medium
AST-001680,Workstation,Operations,0,2,3,High
AST-001681,Database,Marketing,0,1,2,Low
AST-001682,Cloud_Storage,Operations,1,4,3,High
AST-001683,Workstation,Finance,1,1,2,Low
AST-001684,Network_Device,Finance,0,1,1,Low
AST-001685,Server,Sales,0,3,2,High
AST-001686,Network_Device,HR,0,3,1,High
AST-001687,Cloud_Storage,Operations,1,1,1,Medium
AST-001688,Workstation,Operations,1,5,1,Critical
AST-001689,Workstation,Finance,1,2,2,Low
AST-001690,Workstation,Operations,1,1,1,Low
AST-001691,Server,HR,1,2,2,Medium
AST-001692,Workstation,Engineering,0,1,2,Low
AST-001693,Database,Engineering,1,1,1,Low
AST-001694,Server,HR,1,1,1,Low
AST-001695,Database,Operations,1,2,4,Critical
AST-001696,Server,Operations,0,3,3,High
AST-001697,Server,Operations,0,1,1,Low
AST-001698,Server,Sales,0,1,1,Medium
AST-001699,Cloud_Storage,Marketing,0,2,1,Medium
AST-001700,Workstation,HR,0,2,1,Low
AST-001701,Cloud_Storage,HR,0,3,1,High
AST-001702,Workstation,HR,0,1,3,High
AST-001703,Database,HR,0,2,4,High
AST-001704,Workstation,HR,0,1,3,High
AST-001705,Workstation,Operations,0,3,1,High
AST-001706,Server,Sales,1,1,1,Medium
AST-001707,Workstation,Finance,1,1,2,Medium
AST-001708,Server,Operations,0,2,2,Medium
AST-001709,Workstation,Operations,1,4,1,High
AST-001710,Workstation,Marketing,1,2,2,High
AST-001711,Server,Finance,0,5,2,Critical
AST-001712,Server,HR,0,1,2,Low
AST-001713,Workstation,Finance,0,2,2,Medium
AST-001714,Workstation,Sales,0,2,2,Low
AST-001715,Server,Engineering,1,2,1,Medium
AST-001716,Cloud_Storage,Operations,0,3,2,Medium
AST-001717,Server,Finance,0,3,1,High
AST-001718,Workstation,Marketing,1,2,1,Low
AST-001719,Cloud_Storage,Sales,0,2,1,Medium
AST-001720,Server,Engineering,1,4,1,Medium
AST-001721,Server,Sales,0,1,4,Medium
AST-001722,Server,HR,0,3,1,Medium
AST-001723,Database,Engineering,0,4,3,Critical
AST-001724,Server,Marketing,0,2,1,Medium
AST-001725,Workstation,Engineering,0,3,1,Medium
AST-001726,Server,Marketing,0,1,2,Medium
AST-001727,Workstation,HR,0,1,1,Low
AST-001728,Cloud_Storage,Marketing,0,2,2,Medium
AST-001729,Network_Device,Sales,0,1,1,Low
AST-001730,Workstation,Finance,1,2,3,Medium
AST-001731,Database,Sales,0,4,1,Medium
AST-001732,Workstation,Operations,0,1,2,Low
AST-001733,Workstation,Sales,0,1,1,Low
AST-001734,Workstation,Engineering,0,2,2,Low
AST-001735,Server,HR,0,1,2,Medium
AST-001736,Network_Device,Operations,0,2,1,Medium
AST-001737,Workstation,Operations,1,2,1,Medium
AST-001738,Server,Operations,0,1,2,Low
AST-001739,Database,Finance,0,1,3,Medium
AST-001740,Workstation,Marketing,0,4,1,High
AST-001741,Network_Device,Engineering,1,1,2,Medium
AST-001742,Workstation,HR,0,2,2,Medium
AST-001743,Workstation,Finance,0,5,2,High
AST-001744,Server,Sales,0,3,4,Critical
AST-001745,Workstation,HR,0,1,2,Medium
AST-001746,Workstation,Operations,0,2,3,Medium
AST-001747,Server,HR,1,3,2,High
AST-001748,Server,HR,0,2,1,Medium
AST-001749,Workstation,Sales,0,3,2,Medium
AST-001750,Server,Marketing,1,2,3,High
AST-001751,Workstation,Engineering,0,1,3,Medium
AST-001752,Server,Operations,0,2,1,Medium
AST-001753,Server,Marketing,0,2,1,Low
AST-001754,Server,Finance,0,2,2,Medium
AST-001755,Cloud_Storage,Operations,0,1,2,Medium
AST-001756,Network_Device,Engineering,0,1,1,Low
AST-001757,Cloud_Storage,Finance,1,5,1,High
AST-001758,Workstation,Sales,1,1,2,Medium
AST-001759,Server,Marketing,1,1,2,High
AST-001760,Workstation,Operations,0,3,3,Critical
AST-001761,Workstation,HR,0,2,3,High
AST-001762,Network_Device,Engineering,0,1,1,Medium
AST-001763,Server,Operations,0,2,3,High
AST-001764,Workstation,HR,1,2,2,Medium
AST-001765,Server,Operations,0,2,4,Critical
AST-001766,Database,Finance,1,4,1,High
AST-001767,Workstation,HR,0,1,1,Low
AST-001768,Workstation,HR,0,2,2,Medium
AST-001769,Database,Operations,0,1,3,Medium
AST-001770,Database,Sales,0,1,3,Medium
AST-001771,Workstation,Sales,1,3,2,High
AST-001772,Workstation,Marketing,1,1,1,Low
AST-001773,Network_Device,Finance,0,2,2,Medium
AST-001774,Cloud_Storage,Sales,0,1,3,Medium
AST-001775,Workstation,Operations,0,1,2,Medium
AST-001776,Database,Sales,0,2,2,Medium
AST-001777,Workstation,Marketing,0,2,1,Medium
AST-001778,Workstation,Engineering,1,1,2,Medium
AST-001779,Server,Marketing,0,4,1,High
AST-001780,Network_Device,HR,0,1,4,High
AST-001781,Server,HR,1,1,2,Medium
AST-001782,Cloud_Storage,Sales,0,1,2,Low
AST-001783,Workstation,Sales,0,1,4,High
AST-001784,Workstation,Marketing,0,1,1,Medium
AST-001785,Workstation,Marketing,0,3,1,High
AST-001786,Network_Device,Operations,0,2,2,High
AST-001787,Workstation,Finance,0,1,1,Low
AST-001788,Workstation,Operations,1,5,1,High
AST-001789,Server,HR,1,1,3,High
AST-001790,Workstation,Operations,1,1,2,Medium
AST-001791,Server,Marketing,0,1,1,Low
AST-001792,Workstation,Operations,1,1,1,Medium
AST-001793,Workstation,Engineering,0,2,1,Medium
AST-001794,Workstation,Finance,0,1,2,Medium
AST-001795,Server,Marketing,0,2,1,Low
AST-001796,Server,Sales,0,2,3,High
AST-001797,Workstation,Operations,0,3,2,High
AST-001798,Server,Marketing,0,3,1,Medium
AST-001799,Server,Sales,1,1,1,Low
AST-001800,Server,Sales,0,1,2,High
AST-001801,Cloud_Storage,HR,1,2,1,Medium
AST-001802,Workstation,HR,0,1,2,Low
AST-001803,Database,Marketing,0,1,3,Medium
AST-001804,Server,Marketing,0,2,1,Low
AST-001805,Database,Engineering,0,1,1,Low
AST-001806,Workstation,Finance,0,3,3,High
AST-001807,Workstation,Finance,0,1,1,Low
AST-001808,Server,Marketing,0,5,1,Medium
AST-001809,Server,HR,0,3,1,High
AST-001810,Server,Operations,1,1,3,Medium
AST-001811,Workstation,Engineering,0,2,3,High
AST-001812,Workstation,Finance,0,2,1,Medium
AST-001813,Server,Marketing,1,2,2,High
AST-001814,Server,HR,0,2,1,Low
AST-001815,Server,HR,1,2,2,High
AST-001816,Cloud_Storage,HR,1,1,1,Low
AST-001817,Server,Operations,1,1,1,Medium
AST-001818,Workstation,Sales,0,4,3,Critical
AST-001819,Workstation,Operations,0,1,1,Medium
AST-001820,Database,HR,0,1,1,Low
AST-001821,Server,Marketing,0,1,3,Medium
AST-001822,Server,Engineering,0,4,2,High
AST-001823,Workstation,Operations,0,2,2,Low
AST-001824,Workstation,Marketing,1,3,3,High
AST-001825,Workstation,HR,0,3,1,Medium
AST-001826,Workstation,Engineering,1,3,1,Medium
AST-001827,Server,Finance,1,2,1,Medium
AST-001828,Cloud_Storage,Finance,0,1,1,Medium
AST-001829,Workstation,Marketing,0,1,1,Low
AST-001830,Server,Engineering,0,2,2,Low
AST-001831,Cloud_Storage,Marketing,1,1,1,Low
AST-001832,Workstation,Engineering,0,2,1,Low
AST-001833,Workstation,Engineering,0,2,1,Low
AST-001834,Workstation,Marketing,0,2,1,Low
AST-001835,Network_Device,Engineering,1,1,2,Medium
AST-001836,Workstation,Operations,1,1,1,Low
AST-001837,Server,HR,0,3,1,Medium
AST-001838,Database,Engineering,0,1,4,High
AST-001839,Cloud_Storage,Operations,0,2,2,Medium
AST-001840,Server,Engineering,0,2,2,High
AST-001841,Database,Operations,1,5,2,Critical
AST-001842,Workstation,Marketing,1,3,2,Critical
AST-001843,Workstation,Finance,1,2,1,Medium
AST-001844,Workstation,Sales,0,2,1,High
AST-001845,Cloud_Storage,Engineering,0,1,2,Medium
AST-001846,Server,Sales,0,1,1,Low
AST-001847,Server,Engineering,0,3,1,Low
AST-001848,Server,Marketing,0,2,1,Low
AST-001849,Network_Device,Marketing,1,2,1,Low
AST-001850,Workstation,Operations,0,1,3,Medium
AST-001851,Server,Engineering,1,3,1,High
AST-001852,Network_Device,Marketing,0,1,1,Low
AST-001853,Network_Device,Marketing,0,3,2,High
AST-001854,Network_Device,Engineering,0,2,2,High
AST-001855,Cloud_Storage,Operations,0,1,2,Medium
AST-001856,Server,Operations,0,1,1,Low
AST-001857,Workstation,Operations,1,1,1,Low
AST-001858,Workstation,Operations,0,4,2,Critical
AST-001859,Network_Device,Finance,1,3,1,High
AST-001860,Workstation,Engineering,1,2,1,Medium
AST-001861,Workstation,Finance,0,2,4,High
AST-001862,Workstation,Marketing,1,2,1,Low
AST-001863,Server,Finance,0,2,1,Medium
AST-001864,Workstation,Operations,1,2,1,Low
AST-001865,Cloud_Storage,Marketing,0,1,1,Low
AST-001866,Cloud_Storage,Finance,0,3,1,Medium
AST-001867,Server,Finance,0,3,1,Medium
AST-001868,Server,Engineering,0,1,1,Low
AST-001869,Server,Finance,1,3,1,Medium
AST-001870,Workstation,Marketing,1,2,1,Low
AST-001871,Network_Device,Operations,1,1,2,Medium
AST-001872,Server,Engineering,0,1,2,Medium
AST-001873,Workstation,Finance,0,2,1,Medium
AST-001874,Network_Device,Engineering,0,4,4,Critical
AST-001875,Workstation,Sales,0,3,2,Medium
AST-001876,Workstation,Engineering,0,2,2,Medium
AST-001877,Workstation,Operations,0,1,1,Low
AST-001878,Workstation,Sales,0,1,3,Medium
AST-001879,Server,Sales,0,1,3,Medium
AST-001880,Workstation,Engineering,0,4,1,High
AST-001881,Workstation,Marketing,0,5,2,Critical
AST-001882,Network_Device,Operations,1,1,2,High
AST-001883,Workstation,Marketing,0,3,1,Medium
AST-001884,Workstation,Operations,1,2,1,Medium
AST-001885,Server,Operations,0,1,1,Low
AST-001886,Workstation,Marketing,1,2,1,Low
AST-001887,Server,HR,0,3,1,High
AST-001888,Server,Sales,0,1,2,Low
AST-001889,Workstation,Engineering,0,4,2,High
AST-001890,Cloud_Storage,Marketing,1,1,3,High
AST-001891,Server,Marketing,0,1,2,Medium
AST-001892,Workstation,Engineering,0,1,1,Low
AST-001893,Network_Device,Sales,1,3,1,High
AST-001894,Server,Engineering,0,2,3,Medium
AST-001895,Workstation,Operations,0,3,1,High
AST-001896,Workstation,HR,0,2,2,Medium
AST-001897,Workstation,Operations,0,2,1,Low
AST-001898,Server,HR,0,3,1,Medium
AST-001899,Database,Engineering,0,2,1,Medium
AST-001900,Workstation,Operations,1,3,1,Low
AST-001901,Workstation,Sales,1,1,2,Medium
AST-001902,Server,Operations,0,2,2,Medium
AST-001903,Workstation,Marketing,0,3,1,High
AST-001904,Server,HR,1,4,3,High
AST-001905,Workstation,HR,1,1,1,Low
AST-001906,Server,Sales,1,2,1,Medium
AST-001907,Cloud_Storage,HR,0,2,3,High
AST-001908,Database,HR,1,1,1,Low
AST-001909,Database,Sales,1,1,3,Medium
AST-001910,Server,Operations,0,1,3,Medium
AST-001911,Database,Engineering,0,3,1,High
AST-001912,Network_Device,Operations,0,3,1,High
AST-001913,Cloud_Storage,Marketing,0,1,1,Low
AST-001914,Database,Marketing,1,3,1,Medium
AST-001915,Workstation,HR,1,1,2,Low
AST-001916,Workstation,Marketing,1,2,1,Low
AST-001917,Network_Device,Engineering,1,4,1,Medium
AST-001918,Workstation,HR,0,3,2,Medium
AST-001919,Database,Marketing,0,1,2,Medium
AST-001920,Workstation,Finance,1,3,2,High
AST-001921,Workstation,Finance,0,2,2,Medium
AST-001922,Server,Finance,0,3,2,High
AST-001923,Workstation,Finance,0,2,3,High
AST-001924,Database,Operations,0,3,1,Medium
AST-001925,Workstation,Finance,0,1,2,Medium
AST-001926,Server,HR,0,2,1,Low
AST-001927,Workstation,Sales,0,2,4,Critical
AST-001928,Workstation,Operations,1,2,1,Low
AST-001929,Workstation,Sales,1,2,4,High
AST-001930,Server,HR,1,4,2,High
AST-001931,Workstation,HR,0,3,2,High
AST-001932,Workstation,Engineering,1,1,1,Low
AST-001933,Workstation,Operations,1,3,1,Medium
AST-001934,Workstation,Sales,0,1,2,Low
AST-001935,Workstation,Finance,1,2,1,Low
AST-001936,Network_Device,HR,0,4,3,Critical
AST-001937,Server,Finance,1,1,2,Medium
AST-001938,Network_Device,Sales,0,3,3,Critical
AST-001939,Workstation,Operations,0,3,1,High
AST-001940,Server,Marketing,0,2,1,Medium
AST-001941,Server,Marketing,0,1,2,Medium
AST-001942,Database,HR,0,2,1,High
AST-001943,Workstation,Engineering,1,5,3,Critical
AST-001944,Workstation,Finance,1,1,2,Medium
AST-001945,Workstation,HR,1,2,1,Medium
AST-001946,Workstation,Engineering,0,1,2,Medium
AST-001947,Workstation,Finance,1,1,2,Medium
AST-001948,Server,Sales,0,3,2,Medium
AST-001949,Database,Marketing,1,1,2,Medium
AST-001950,Workstation,Engineering,0,5,1,Critical
AST-001951,Server,Finance,0,2,1,Medium
AST-001952,Server,HR,1,2,2,High
AST-001953,Workstation,Finance,1,1,1,Medium
AST-001954,Workstation,HR,0,5,2,Critical
AST-001955,Cloud_Storage,Marketing,1,1,2,Medium
AST-001956,Cloud_Storage,Marketing,0,2,3,High
AST-001957,Workstation,Finance,1,1,4,Medium
AST-001958,Workstation,Finance,0,2,2,High
AST-001959,Workstation,HR,0,2,1,Medium
AST-001960,Workstation,HR,0,2,1,Medium
AST-001961,Server,Engineering,0,1,1,Low
AST-001962,Workstation,Engineering,1,2,1,Low
AST-001963,Network_Device,Engineering,0,3,2,High
AST-001964,Database,Finance,0,2,3,Medium
AST-001965,Workstation,Operations,0,1,1,Low
AST-001966,Workstation,Operations,0,1,1,Low
AST-001967,Server,Operations,1,1,2,Medium
AST-001968,Database,Operations,0,1,3,Medium
AST-001969,Database,Engineering,0,1,1,Low
AST-001970,Server,Finance,0,2,1,Medium
AST-001971,Server,Operations,0,1,3,Low
AST-001972,Network_Device,Marketing,1,2,1,Medium
AST-001973,Server,Sales,0,5,2,High
AST-001974,Workstation,Marketing,0,5,2,Critical
AST-001975,Server,Finance,1,3,1,Medium
AST-001976,Cloud_Storage,Finance,0,1,1,Low
AST-001977,Server,Sales,1,1,3,Medium
AST-001978,Workstation,HR,0,3,1,High
AST-001979,Network_Device,HR,1,1,1,Medium
AST-001980,Network_Device,HR,0,1,2,Medium
AST-001981,Server,Engineering,0,2,1,Low
AST-001982,Network_Device,HR,0,1,2,Low
AST-001983,Workstation,Engineering,1,3,3,High
AST-001984,Workstation,Engineering,1,3,3,High
AST-001985,Server,HR,0,3,1,High
AST-001986,Server,HR,1,3,1,High
AST-001987,Workstation,Sales,0,1,1,Medium
AST-001988,Workstation,Operations,1,3,3,High
AST-001989,Workstation,Sales,1,1,1,Medium
AST-001990,Workstation,Engineering,0,2,1,Medium
AST-001991,Workstation,Sales,1,1,3,Medium
AST-001992,Server,Engineering,0,3,2,Medium
AST-001993,Workstation,Finance,0,5,1,Critical
AST-001994,Server,Engineering,0,1,1,Low
AST-001995,Workstation,Engineering,1,1,2,Low
AST-001996,Workstation,Sales,1,1,2,Medium
AST-001997,Cloud_Storage,Operations,1,2,2,Medium
AST-001998,Server,Finance,1,1,1,Low
AST-001999,Server,Marketing,1,3,1,Low
AST-002000,Server,Marketing,0,2,2,Medium
AST-002001,Server,Operations,0,2,3,Medium
AST-002002,Server,Marketing,0,3,1,Medium
AST-002003,Cloud_Storage,Finance,0,1,1,Low
AST-002004,Server,HR,0,1,2,Low
AST-002005,Server,Finance,0,3,2,Medium
AST-002006,Workstation,Sales,1,3,1,High
AST-002007,Workstation,Engineering,1,1,2,Medium
AST-002008,Workstation,Engineering,0,1,4,High
AST-002009,Server,Sales,1,1,2,Low
AST-002010,Workstation,Sales,0,1,1,Low
AST-002011,Server,Engineering,1,1,3,Medium
AST-002012,Server,Operations,0,2,1,Low
AST-002013,Cloud_Storage,HR,0,3,1,Medium
AST-002014,Server,HR,1,1,2,Low
AST-002015,Workstation,HR,0,2,2,Medium
AST-002016,Workstation,Sales,0,1,3,High
AST-002017,Database,Engineering,0,2,1,Medium
AST-002018,Network_Device,Operations,0,2,1,Medium
AST-002019,Server,Engineering,1,4,3,Critical
AST-002020,Workstation,Engineering,0,1,1,Low
AST-002021,Cloud_Storage,Operations,1,1,1,Low
AST-002022,Workstation,Finance,0,2,2,Medium
AST-002023,Cloud_Storage,Operations,0,1,4,High
AST-002024,Server,Finance,0,1,2,Low
AST-002025,Workstation,Marketing,1,1,1,Low
AST-002026,Server,Finance,0,2,2,High
AST-002027,Workstation,HR,0,1,4,High
AST-002028,Cloud_Storage,HR,0,5,3,Critical
AST-002029,Server,Operations,0,2,1,Low
AST-002030,Workstation,HR,1,1,3,High
AST-002031,Server,HR,0,2,3,High
AST-002032,Workstation,Marketing,0,1,2,Medium
AST-002033,Workstation,HR,0,2,2,Medium
AST-002034,Cloud_Storage,Sales,0,2,1,Medium
AST-002035,Workstation,Sales,0,2,2,High
AST-002036,Database,Sales,0,3,2,High
AST-002037,Server,Finance,0,1,1,Low
AST-002038,Server,Operations,0,4,1,Medium
AST-002039,Server,Operations,0,3,1,Medium
AST-002040,Server,Engineering,1,1,3,High
AST-002041,Network_Device,Marketing,1,1,2,Medium
AST-002042,Workstation,Sales,0,1,1,Low
AST-002043,Workstation,Sales,0,1,3,Medium
AST-002044,Server,HR,1,2,2,Medium
AST-002045,Network_Device,Sales,1,1,3,High
AST-002046,Workstation,HR,0,4,1,Medium
AST-002047,Server,HR,1,1,2,Medium
AST-002048,Workstation,Engineering,1,1,2,Medium
AST-002049,Workstation,Finance,0,1,1,Low
AST-002050,Server,HR,0,1,1,Low
AST-002051,Workstation,HR,1,3,1,High
AST-002052,Workstation,Operations,0,2,2,Medium
AST-002053,Server,Engineering,1,1,1,Medium
AST-002054,Cloud_Storage,HR,1,4,1,High
AST-002055,Network_Device,Marketing,1,3,1,Medium
AST-002056,Workstation,Finance,0,3,1,High
AST-002057,Workstation,Marketing,0,3,3,High
AST-002058,Workstation,Sales,0,2,1,Medium
AST-002059,Workstation,Finance,1,2,2,High
