asset_id,asset_type,business_unit,internet_exposed,asset_criticality,data_sensitivity,revenue_dependency,vulnerability_count,critical_vulnerability_count,avg_cvss,avg_epss,patch_delay,failed_logins,anomaly_count,mfa_coverage,edr_coverage,backup_coverage,control_effectiveness,incident_probability_true,incident_occurred,total_loss,recovery_cost,downtime_hours
AST-003098,Server,Marketing,1,1,1,Low,7,0,5.676555579114138,0.17870997278430567,26.762578109909313,11,1,0.06822651948975804,0.19489317616012794,0.6068541243636144,0.2899912733378334,0.07159304672898738,0,0.0,0.0,0.0
AST-003099,Server,HR,0,1,1,Low,2,0,4.84329687387789,0.1053231632489984,58.9754529803289,1,0,0.8243324686592682,0.7513158289673459,0.9042687613866602,0.8266390196710915,0.009768071210855949,0,0.0,0.0,0.0
AST-003100,Workstation,Engineering,0,1,1,Low,1,0,5.4821558567017,0.0894341463529882,45.54136153582355,5,1,0.138894404626547,0.5515765316960121,0.7964611334387234,0.49564402325376083,0.018838463327591582,0,0.0,0.0,0.0
AST-003101,Server,HR,0,1,3,Medium,1,0,4.831225354820098,0.02358115897139081,92.6049257880352,1,1,0.4474915906108769,0.3831466257335219,0.8729280613949267,0.5678554259131086,0.02930656868766567,0,0.0,0.0,0.0
AST-003102,Workstation,Marketing,0,2,1,Low,3,1,8.26043213130173,0.1561921145019081,52.44937804649247,2,0,0.34759366989970497,0.5411020701657663,0.8351678723247411,0.5746212041300708,0.022665384879681838,0,0.0,0.0,0.0
AST-003103,Cloud_Storage,Engineering,0,1,1,Low,1,1,8.379057403042788,0.05344920500750184,14.760671565840683,1,0,0.8995217379237838,0.1303918017391301,0.8440313210679348,0.6246482869102828,0.011795751185976911,0,0.0,0.0,0.0
AST-003104,Workstation,Marketing,1,3,4,Critical,2,1,8.40558834512514,0.2386522843725275,25.675966111869236,16,5,0.9471801510667269,0.603352456041807,0.9747572695894586,0.8417632922326641,0.08040855255174827,0,0.0,0.0,0.0
AST-003105,Server,Finance,0,2,1,Medium,1,1,6.52789054598357,0.28392943633963996,86.70178616369999,1,1,0.6896783005658824,0.8984142995817186,0.9297340370575351,0.8392755457350454,0.029661508872257023,0,0.0,0.0,0.0
AST-003106,Workstation,Engineering,1,1,3,Medium,6,1,8.407260852425395,0.11558882224927432,12.637874106182506,16,2,0.41310213192443296,0.4924269466303254,0.7733634522212678,0.5596308435920087,0.12304505330222636,0,0.0,0.0,0.0
AST-003107,Workstation,HR,0,4,1,Medium,2,0,4.169541639131672,0.0007152009838225381,15.366972780369792,2,1,0.878249535156433,0.808546655487908,0.9698084266758858,0.8855348724400756,0.006123263398456229,0,0.0,0.0,0.0
AST-003108,Server,Finance,0,1,2,Medium,2,1,8.489019143578162,0.3022148565367099,85.91276494380362,2,0,0.543882053520311,0.0541035768076429,0.6052564021409998,0.4010806774896512,0.17575440328775946,0,0.0,0.0,0.0
AST-003109,Workstation,Sales,1,1,1,Medium,6,2,10.0,0.16357099404846906,68.46994853340726,23,4,0.3325509631774395,0.7370613334293471,0.926270565949221,0.6652942875186691,0.34782675026011434,1,19300.722584067673,6009.507209263277,3.953399077411825
AST-003110,Workstation,HR,0,1,2,Medium,4,0,6.1987220963401315,0.2545225436392426,6.840164197568008,0,0,0.0,0.3623098286778719,0.42750504202912354,0.26327162356899847,0.028182081194432756,0,0.0,0.0,0.0
AST-003111,Workstation,Marketing,0,1,1,Low,3,0,5.445225081439851,0.030649633260000714,31.239247645692718,1,1,0.0,0.6398974739885435,0.6912090498138046,0.4437021746007827,0.03908675073537673,0,0.0,0.0,0.0
AST-003112,Server,HR,0,1,4,Medium,2,0,3.4193345142661777,0.01049970610095862,127.49505564552308,3,1,0.8248125457837736,0.2977656789210938,0.940733306157419,0.6877705102874287,0.03956997479274874,0,0.0,0.0,0.0
AST-003113,Workstation,Sales,0,1,1,Low,2,0,4.15684112628853,0.3384708612726418,6.937287839394429,1,0,0.8001252220069427,0.8234306956587567,0.8061457896534086,0.8099005691063693,0.004108764575204117,0,0.0,0.0,0.0
AST-003114,Server,HR,0,4,1,High,2,0,4.519734784352055,0.14347302573216375,30.291785077965848,4,0,0.8861330976901228,0.8516304578891162,0.8205031295386734,0.8527555617059708,0.007331380983234238,0,0.0,0.0,0.0
AST-003115,Server,Finance,1,3,3,Critical,5,2,9.419107643745821,0.032222103955796666,46.61902956161788,13,4,0.896034803215734,0.4768979278641733,0.823012892002568,0.7319818743608252,0.15991391683142897,0,0.0,0.0,0.0
AST-003116,Network_Device,Operations,1,2,1,Low,8,0,5.494873382457419,0.28559628605687004,57.29517830541752,16,4,0.42515246885730623,0.6315837485959951,0.6966766746372446,0.584470964030182,0.14451741798633758,0,0.0,0.0,0.0
AST-003117,Workstation,HR,0,2,2,High,2,0,6.386918832122268,0.016807407655657015,15.012369688314521,0,0,0.2707820866288748,0.6548956101597526,0.9668916034258418,0.6308564334048231,0.005255115904180669,0,0.0,0.0,0.0
AST-003118,Server,Engineering,1,2,2,Medium,5,2,9.00014640406842,0.07795037183286421,17.480377846152766,15,2,0.399840574343765,0.5526961217454276,0.9269649146055843,0.6265005368982589,0.19358484240854298,0,0.0,0.0,0.0
AST-003119,Server,Sales,1,1,1,Low,5,4,9.197099768386407,0.3753223290266037,3.7212400675264545,12,3,0.0,0.22017870865076425,0.9872864844349362,0.4024883976952334,0.8067520909619903,1,39749.578402721505,15527.411901137802,25.50356944539723
AST-003120,Server,HR,1,1,1,Low,9,2,8.851224282510259,0.3285455356251533,44.88248055966502,16,3,0.758629733349871,0.7173009545443948,0.6224558404124331,0.6994621761022329,0.1994344777183381,0,0.0,0.0,0.0
AST-003121,Server,Sales,0,1,3,Medium,2,1,8.73504580187523,0.30460849201989065,10.169699069425578,1,1,0.6025023878671973,0.30979586948207827,0.8558568351813421,0.5893850308435392,0.03311013011352092,0,0.0,0.0,0.0
AST-003122,Server,Operations,0,2,1,Medium,1,0,3.351762526173859,0.16779840759086187,30.182925470294496,2,0,0.7012032846203411,0.7362297871122186,0.8390744366889793,0.7588358361405131,0.007625440065251398,0,0.0,0.0,0.0
AST-003123,Server,Finance,0,1,1,Low,3,1,8.066366633895163,0.1259658359583398,39.32134021232785,2,1,0.23325013942048828,0.3039404640675678,0.9765582261601335,0.5045829432160632,0.0453460010223327,0,0.0,0.0,0.0
AST-003124,Workstation,Engineering,0,1,2,Medium,2,0,5.823200918158035,0.07788254894453688,17.156702530577057,2,1,0.949434277174846,0.2817294703221587,0.7923798327686067,0.6745145267552038,0.005667813261006296,0,0.0,0.0,0.0
AST-003125,Workstation,Marketing,0,1,1,Medium,0,0,0.0,0.0,5.650918404651302,2,3,0.16020511270124396,0.7532618470193654,0.4707108837737505,0.46139261449811997,0.010921601183916623,0,0.0,0.0,0.0
AST-003126,Workstation,HR,0,1,2,Medium,1,0,4.614158259131297,0.11994623218654878,141.6479027043133,3,0,0.6928206988131966,0.39008447821895176,0.8590512894008585,0.6473188221443356,0.04925507702443333,0,0.0,0.0,0.0
AST-003127,Workstation,Finance,0,1,1,Low,1,0,5.99116492973075,0.04017862290438499,42.22574837177654,1,2,0.2499191716746225,0.7110105741244038,0.8352981491341223,0.5987426316443828,0.02175086794789564,0,0.0,0.0,0.0
AST-003128,Server,Sales,0,1,3,Medium,1,0,4.457517790602665,0.027300574046918696,2.3298660053014784,4,0,0.49336465639103133,0.25250340716960656,0.9058263233100101,0.5505647956235493,0.012800776569563178,0,0.0,0.0,0.0
AST-003129,Cloud_Storage,Operations,0,1,1,Medium,1,0,4.623595064441932,0.2378152105914927,1.2917072057407146,1,0,0.0,0.677125298749781,0.8660700672717905,0.5143984553405239,0.008161400345286585,0,0.0,0.0,0.0
AST-003130,Network_Device,Sales,0,1,1,Medium,1,0,2.7813483877778817,0.07113222723106112,53.50459319246005,3,1,0.8305522878278344,0.3676550845834976,0.6941240474761887,0.630777139962507,0.027362904709518646,0,0.0,0.0,0.0
AST-003131,Network_Device,Operations,1,1,3,High,7,1,9.772458048500384,0.1328423868198464,62.45085819296787,10,1,0.747680679988575,0.24126166648280695,0.6566373455951309,0.5485265640221709,0.3283056343057181,0,0.0,0.0,0.0
AST-003132,Network_Device,Operations,0,1,1,Medium,2,0,5.333245487034847,0.1058120548364933,77.66522853740945,3,0,0.3257067730219008,0.5612202788856476,0.839164477668284,0.5753638431919441,0.023526966319299875,0,0.0,0.0,0.0
AST-003133,Cloud_Storage,Finance,1,1,1,Medium,8,1,7.822998052733155,0.14726758619331548,9.273890542921414,16,3,0.6067789430615106,0.6881804410933248,0.6778924708121109,0.6576172849889822,0.0871040201601997,0,0.0,0.0,0.0
AST-003134,Workstation,HR,1,3,2,High,3,0,6.763298224796169,0.12640276491850092,24.426732781011392,17,4,0.6080448218432243,0.8225086059769807,0.9682154068675138,0.799589611562573,0.022280137194588562,0,0.0,0.0,0.0
AST-003135,Server,Marketing,1,1,2,Medium,6,3,8.403110936659042,0.2149623322678065,16.383457904138194,10,6,0.0,0.5259425112649457,0.3733027643653617,0.2997484252101025,0.6512485217878472,0,0.0,0.0,0.0
AST-003136,Workstation,HR,1,1,1,Low,7,1,9.911088468934032,0.05570962532422256,25.55315192300969,14,4,0.5259009048134983,0.7021704844069183,0.8357725453918455,0.6879479782040874,0.061488110602930204,0,0.0,0.0,0.0
AST-003137,Workstation,Engineering,1,1,1,Low,6,1,7.1306375141636265,0.24740151085142315,3.2601218232092743,14,2,0.3759758032466362,0.5687981715636387,0.4548055312893586,0.46652650203321117,0.09904915665152002,0,0.0,0.0,0.0
AST-003138,Workstation,HR,0,1,2,Medium,2,0,6.199711996693958,0.06456578110948752,38.06342894311107,1,1,0.6257147559135976,0.30822964229750105,0.7950816366091542,0.5763420116067509,0.01675934246663455,0,0.0,0.0,0.0
AST-003139,Workstation,Operations,1,1,1,Low,7,1,9.46650650013357,0.19515052855262754,18.2888781915421,15,1,0.3039599526188904,0.10934663362144191,0.4505455561171866,0.287950714119173,0.2725691516401507,0,0.0,0.0,0.0
AST-003140,Server,Operations,1,5,3,Critical,4,0,4.920233295321126,0.16011350479487663,11.39782029091067,18,1,0.7069669224079272,0.678398646018921,0.8227503587596899,0.7360386423955126,0.013322842775931293,0,0.0,0.0,0.0
AST-003141,Database,Engineering,1,3,1,High,8,0,4.6061044231649895,0.09636898692401509,10.283773333634565,14,2,0.7391405867754189,0.8852967667147145,0.6376453734167055,0.7540275756356131,0.009639126851310926,0,0.0,0.0,0.0
AST-003142,Cloud_Storage,Sales,0,1,3,Low,1,1,7.709287086708843,0.028712635672683364,37.76873808161734,1,0,0.21496372732014588,0.2604622127023098,0.9762062564537536,0.48387739882540304,0.03924803294375516,0,0.0,0.0,0.0
AST-003143,Workstation,Operations,0,2,1,Medium,1,0,6.116256746064788,0.06200120952185207,34.737448452883925,3,0,0.0,0.5408424716502943,0.663253105449686,0.40136519236666013,0.022779413284217495,0,0.0,0.0,0.0
AST-003144,Workstation,Engineering,0,1,1,Medium,2,0,4.318763951238583,0.08890438629007322,40.64481755592371,3,0,0.5954772539280527,0.3803767732737287,0.9736138342492385,0.6498226204836733,0.007515801946655287,0,0.0,0.0,0.0
AST-003145,Server,Operations,0,1,1,Medium,4,2,6.211682882524743,0.07231233309251119,17.158624812232915,1,2,0.24224675375666513,0.2971965521016367,0.9494893126847244,0.49631087284767544,0.035783280195948626,0,0.0,0.0,0.0
AST-003146,Database,Marketing,1,3,1,High,5,2,9.690521759513528,0.174042239778655,94.67181106546134,15,3,0.785987566448836,0.8537575737429379,0.9902110337547383,0.8766520579821707,0.39596274781531093,0,0.0,0.0,0.0
AST-003147,Network_Device,Operations,0,1,1,Low,2,0,5.3026457268190805,0.14134796798447685,12.296218744917752,0,0,0.7981256222348293,0.1524085578620959,0.9068245337914494,0.6191195712961249,0.012465909800252466,0,0.0,0.0,0.0
AST-003148,Workstation,Finance,0,2,1,Medium,4,1,8.265912363719163,0.24011311566399735,6.354846739072883,1,0,0.7545455514453632,0.36735587075175186,0.9628902629954088,0.6949305617308413,0.020286475279640788,0,0.0,0.0,0.0
AST-003149,Workstation,Engineering,0,2,3,Medium,7,1,8.183339104671992,0.23375492912163567,18.62662434688747,3,0,0.8717956326110998,0.735057857586088,0.6305455602697779,0.7457996834889885,0.0077534656199916615,0,0.0,0.0,0.0
AST-003150,Workstation,HR,0,2,1,Medium,0,0,0.0,0.0,169.20775274933166,2,0,0.0,0.4640790970873635,0.985744135137949,0.48327441074177085,0.21082821582764172,0,0.0,0.0,0.0
AST-003151,Workstation,Engineering,0,5,4,Critical,1,0,4.731371982296085,0.02559582279073261,8.40992329945801,2,1,0.6581350211727849,0.4560436551145742,0.9688952249849222,0.6943579670907605,0.0061731579808671526,0,0.0,0.0,0.0
AST-003152,Server,Sales,0,3,1,High,2,0,4.6469402097442645,0.2632809394401907,23.12468221961575,2,0,0.4644105201351444,0.5491194605634141,0.9442664131298898,0.6525987979428161,0.0072776706996488085,0,0.0,0.0,0.0
AST-003153,Workstation,Operations,0,3,2,High,1,1,8.190999223244269,0.0013309819447373137,42.46702396530525,4,0,0.7512029024301479,0.43978950691186086,0.6426906553807974,0.6112276882409354,0.02017444125078659,0,0.0,0.0,0.0
AST-003154,Workstation,Engineering,0,1,3,High,1,0,4.31687042686291,0.24144952677041578,7.194541411086474,1,0,0.2720180201156431,0.10520850274750689,0.564106476653433,0.3137776665055277,0.024116938502147512,0,0.0,0.0,0.0
AST-003155,Workstation,Marketing,0,1,3,High,0,0,0.0,0.0,28.41469724862241,3,0,0.6966493830551789,0.12523344010701343,0.6875092049473779,0.5031306760365234,0.008188138903922674,0,0.0,0.0,0.0
AST-003156,Workstation,Engineering,1,3,1,Medium,7,1,8.820248696380153,0.22413706851075776,72.14478536588722,16,5,0.0,0.40862495667780746,0.7608789517898695,0.38983463615589237,0.6717709834182186,1,144058.7004867743,53195.71018738779,220.40467439736608
AST-003157,Cloud_Storage,Marketing,1,5,2,Critical,3,0,4.54337367283759,0.1930451300748103,2.0299042491861337,11,2,0.8378884819502651,0.6754911567908876,0.9328085649766457,0.8153960679059328,0.00847440478596531,0,0.0,0.0,0.0
AST-003158,Server,Operations,1,2,1,High,5,0,3.1774382153598655,0.32505519304304537,77.11852877882674,15,3,0.9607473637882238,0.14055211540168577,0.9800876038197676,0.6937956943365591,0.09717684813364462,0,0.0,0.0,0.0
AST-003159,Network_Device,HR,0,5,1,Critical,0,0,0.0,0.0,1.6185723270346506,1,0,0.5657753042417369,0.8803559366312064,0.8004581816533538,0.7488631408420989,0.0043482450170297116,0,0.0,0.0,0.0
AST-003160,Server,Operations,0,1,2,Medium,3,1,9.093918216555949,0.009439473632590211,61.46923218761138,2,1,0.5211663596323067,0.199358965164965,0.8629279931321484,0.52781777264314,0.03208049339512549,0,0.0,0.0,0.0
AST-003161,Workstation,Sales,0,1,1,Low,1,0,3.814087626372663,0.0821769757510769,2.529224781006671,4,1,0.3906530894379326,0.4614313027151972,0.9960039077054781,0.6160294332862026,0.005750732336434127,0,0.0,0.0,0.0
AST-003162,Server,Finance,1,1,1,Medium,4,2,8.927483679240309,0.05028199858532564,23.081892790347396,19,2,0.5975551092891417,0.6296733160313417,0.899719555856698,0.7089826603923939,0.13526644534038415,0,0.0,0.0,0.0
AST-003163,Database,HR,1,2,1,Low,1,0,6.2418194197409065,0.3755303766251759,59.357962689316935,18,4,0.4900256103698375,0.6920045981265781,0.8389768613315808,0.6736690232759988,0.10252059333320224,0,0.0,0.0,0.0
AST-003164,Workstation,HR,0,3,1,Low,1,0,5.548300846056156,0.4365038639258118,20.879390388670576,1,0,0.8445674436164191,0.8034280739702476,0.9673983845496682,0.8717979673787783,0.003329979837080947,0,0.0,0.0,0.0
AST-003165,Server,Finance,1,1,1,Low,5,0,5.123735665333453,0.11883107494417858,16.86333302963347,15,3,0.27282350743035766,0.6530855510885551,0.726135358804004,0.5506814724409722,0.053740603031311326,0,0.0,0.0,0.0
AST-003166,Workstation,Engineering,0,4,3,Critical,2,0,5.058512557833659,0.1394563755909286,6.508798796333041,3,0,0.3806328797241607,0.7560421021182528,0.9680702633806114,0.701581748407675,0.006464278002678329,0,0.0,0.0,0.0
AST-003167,Cloud_Storage,Operations,0,2,1,Low,5,2,8.624550923879312,0.03888177925316196,31.0471136110994,3,0,0.8181704391875452,0.4373371524043737,0.8227280859968,0.6927452258629062,0.011297611339601873,0,0.0,0.0,0.0
AST-003168,Server,Engineering,0,2,2,Medium,4,1,8.433131453440378,0.048539006530824214,1.9169814152923519,4,0,0.8514800059561831,0.5719413572703778,0.639549188552184,0.6876568505929149,0.003231494264152481,0,0.0,0.0,0.0
AST-003169,Workstation,Engineering,0,3,2,High,0,0,0.0,0.0,6.64283294667531,2,0,0.0,0.6896442090091041,0.7086466284039326,0.4660969458043455,0.011489621284177031,0,0.0,0.0,0.0
AST-003170,Workstation,Operations,0,1,2,Medium,3,1,8.343152461578518,0.12773005749733643,35.4633110386307,1,0,0.7865580219925503,0.41504188862873154,0.2704137228522985,0.4906712111578601,0.03048859844203055,0,0.0,0.0,0.0
AST-003171,Workstation,Sales,1,3,2,High,4,0,5.886210481781032,0.10638772755042224,31.686012208447426,15,6,0.0,0.45110556533720164,0.9704905319376425,0.47386536575828136,0.11124793784254382,0,0.0,0.0,0.0
AST-003172,Server,HR,0,1,2,Medium,2,0,6.080068323526141,0.04243595315265723,25.415970820492973,2,1,0.5716530103357137,0.6068785851824666,0.8896577113430412,0.6893964356204072,0.008502356777814794,0,0.0,0.0,0.0
AST-003173,Server,Marketing,0,1,1,Low,2,0,4.773463984167672,0.37386693751406036,23.48723609597149,3,0,0.32012319109568027,0.7186367602691067,0.545785925957361,0.5281819591073826,0.023116056203656993,0,0.0,0.0,0.0
AST-003174,Server,Finance,1,2,1,Medium,5,2,8.987504962474308,0.06357603222088953,2.360002301629524,20,2,0.4426082511604243,0.9582898457806687,0.9546614464341555,0.7851865144584161,0.0868210924838642,0,0.0,0.0,0.0
AST-003175,Server,HR,0,4,3,Critical,2,0,5.409589067605504,0.03552561685572101,0.7507459286533879,2,0,0.0,0.875976417103505,0.9021405376814028,0.5927056515949692,0.0044158443945043185,0,0.0,0.0,0.0
AST-003176,Server,Engineering,0,2,4,Critical,2,1,8.615053748118335,0.11532612093704125,92.09086368890716,1,1,0.8513396931062877,0.359024577504653,0.8933373534591567,0.7012338746900323,0.0410821078742321,0,0.0,0.0,0.0
AST-003177,Workstation,Finance,0,2,2,Medium,1,0,5.160836604213315,0.09927189302134004,23.795486627190982,2,0,0.783112731850761,0.5334482209653425,0.8920807401054524,0.7362138976405186,0.006575389374705075,0,0.0,0.0,0.0
AST-003178,Network_Device,Marketing,0,3,1,Medium,3,1,8.685793848765565,0.1982767829671822,21.89155574974426,1,0,0.613629358329075,0.19149377083777977,0.5840404419020278,0.46305452368962746,0.03605094124445599,0,0.0,0.0,0.0
AST-003179,Network_Device,HR,0,1,1,Medium,3,0,4.927338591042006,0.028616091640230316,2.6041883372572494,5,0,0.6799819392823762,0.19889389019975062,0.9530517231072696,0.6106425175297988,0.004907538413602971,0,0.0,0.0,0.0
AST-003180,Workstation,HR,0,3,1,High,2,0,4.981873487122912,0.014147120371991636,5.87867847822475,1,1,0.8992609794389846,0.6515597224003041,0.6883869543115211,0.7464025520502698,0.004354609955028701,0,0.0,0.0,0.0
AST-003181,Server,Sales,0,2,2,Medium,1,0,5.73726149752068,0.10117710389995284,12.106700076985673,2,1,0.6145425044184826,0.4551774529123737,0.5992076848252992,0.5563092140520518,0.011669196771609755,0,0.0,0.0,0.0
AST-003182,Server,HR,0,1,2,Low,1,0,4.184938657201927,0.17924261908479694,54.83011409145098,1,2,0.4465211188006396,0.40411227463615146,0.1779580228424032,0.3428638054263981,0.08327525030725537,0,0.0,0.0,0.0
AST-003183,Database,HR,1,1,2,Low,7,2,7.186729581951374,0.1576880160062175,116.62933202396424,9,1,0.34683728527431457,0.9322756818565312,0.5696501405102756,0.6162543692137071,0.5180549015944856,0,0.0,0.0,0.0
AST-003184,Server,Marketing,1,1,2,Low,7,2,7.797744566086171,0.08083990003041037,38.363234937285945,21,6,0.9414820757532308,0.13653952836987637,0.7128754967687922,0.5969657002972998,0.15399689865210858,1,447152.5088436959,88496.63958814993,74.9020229158339
AST-003185,Workstation,Marketing,1,1,1,Low,6,1,8.277907523099527,0.12764836866947712,41.03594500285221,15,4,0.4420474840366157,0.10037774737264,0.9059921883731006,0.48280580659411876,0.47332656026837117,0,0.0,0.0,0.0
AST-003186,Workstation,Finance,0,1,2,Medium,0,0,0.0,0.0,29.039038190697248,2,1,0.22292036135420115,0.34906370682063553,0.6741009539755124,0.4153616740501163,0.015351879704324218,0,0.0,0.0,0.0
AST-003187,Database,Engineering,0,1,1,Low,2,0,5.2132532021389855,0.17145491576366295,7.6364636908659325,1,1,0.7388833120511111,0.4043511421274874,0.2718898366292098,0.4717080969359361,0.004381332659199527,0,0.0,0.0,0.0
AST-003188,Database,Marketing,1,2,2,Medium,7,1,7.888568807496508,0.10787842685522728,18.98415271020507,15,3,0.9730452255584058,0.9430448576306317,0.7122044282359319,0.8760981704749898,0.0457760314241573,0,0.0,0.0,0.0
AST-003189,Network_Device,Finance,0,2,1,Medium,5,1,10.0,0.000987387390160121,116.52499673858686,1,0,0.8296442722190296,0.4030411552930641,0.6824414287487839,0.6383756187536259,0.04278290099216786,0,0.0,0.0,0.0
AST-003190,Workstation,HR,0,2,1,Low,3,1,9.06883048862355,0.011455167996766545,22.86751292149262,1,0,0.3097051893814612,0.4759475714567064,0.8862170963496617,0.557289952395943,0.010836977885295784,0,0.0,0.0,0.0
AST-003191,Database,Finance,1,1,1,Low,3,0,4.639145136853048,0.3147039662464876,14.311715382155306,14,3,0.20018737186120678,0.4341108750321634,0.8430176151379488,0.49243862067710636,0.11294340956888518,0,0.0,0.0,0.0
AST-003192,Cloud_Storage,Finance,0,3,3,High,0,0,0.0,0.0,7.3407451833221,1,1,0.362397533141227,0.6621040632453639,0.9760137075859548,0.6668384346575152,0.00459130493950303,0,0.0,0.0,0.0
AST-003193,Cloud_Storage,Finance,0,1,2,Low,0,0,0.0,0.0,29.203269799965707,7,0,0.0,0.26301181180347677,0.7921694291446485,0.3517270803160417,0.037836998113997884,0,0.0,0.0,0.0
AST-003194,Database,Operations,1,2,1,Medium,8,0,5.680888079961909,0.10242052720527668,99.6980958066387,13,3,0.428161065760398,0.8097668343434579,0.7528967854480713,0.663608228517309,0.1790666647266633,0,0.0,0.0,0.0
AST-003195,Database,Finance,1,1,2,Low,4,2,9.908915278265845,0.2456292834333935,80.83089751678625,17,4,0.2067918489677757,0.2859389789187198,0.8339590364635444,0.44222995478334665,0.5548664059662095,1,37892.3111627524,4094.734882608839,1.2815613071184768
AST-003196,Workstation,Marketing,0,2,2,Medium,2,0,6.6077294438988226,0.04871206061094661,15.40361963399194,1,1,0.43973826032705354,0.43705426393759206,0.7417480489965803,0.5395135244204087,0.007754269633019378,0,0.0,0.0,0.0
AST-003197,Cloud_Storage,Operations,0,1,2,Medium,1,0,5.7386126200150445,0.04127027297075001,36.06585486810443,0,0,0.575911453386121,0.4223892384275237,0.6722069133422811,0.5568358683853086,0.009913625851101884,0,0.0,0.0,0.0
AST-003198,Network_Device,Engineering,0,3,1,Low,1,0,4.1641715468257905,0.08591736075645888,24.82636292852266,3,2,0.8347936492320247,0.4880154916194235,0.9829833850940844,0.768597508648511,0.007676680534651539,0,0.0,0.0,0.0
AST-003199,Server,Finance,1,4,1,High,4,1,9.908914697913376,0.27903976091112026,2.1495255113704705,19,2,0.7657902531343499,0.697910252437966,0.894188829402342,0.7859631116582193,0.10820934148558656,0,0.0,0.0,0.0
AST-003200,Database,Sales,0,3,1,Medium,5,3,8.317327795812053,0.021730942143667876,134.8582430547572,6,0,0.7613892196344842,0.5238749475311408,0.967520125184381,0.750928097450002,0.19235220092382999,0,0.0,0.0,0.0
AST-003201,Workstation,HR,0,1,1,Low,3,1,8.45499072700059,0.06099511605674865,37.25688489626726,5,1,0.784161821138402,0.5276008665066461,0.6862241477451777,0.6659956117967419,0.021971015739873118,0,0.0,0.0,0.0
AST-003202,Workstation,HR,1,1,2,Low,3,2,8.572717736720564,0.15409804357925994,22.132323651025686,18,2,0.3619881323785938,0.5925122380711182,0.7089825833061262,0.5544943179186127,0.13928628559430853,0,0.0,0.0,0.0
AST-003203,Server,Operations,0,4,1,High,1,0,4.353681758858269,0.021625623831451432,1.7387446514171847,3,0,0.9337712141888618,0.5859304413503289,0.9550119899461206,0.8249045484951038,0.003983496207145879,0,0.0,0.0,0.0
AST-003204,Network_Device,HR,1,2,1,Medium,5,0,4.925241327056937,0.10228501483618083,240.34678042814636,13,6,0.955015512789815,0.7280958206499742,0.8182519647681304,0.8337877660693066,0.5498045756827954,0,0.0,0.0,0.0
AST-003205,Workstation,HR,1,4,1,High,6,1,7.744315231696055,0.21249841195961683,3.36411447290201,12,1,0.7221656808008978,0.41876233310706723,0.8567944078686524,0.6659074739255392,0.049925706420351275,0,0.0,0.0,0.0
AST-003206,Network_Device,Operations,0,1,1,Low,1,0,6.11887411279584,0.14299897417389576,56.92575092428409,2,1,0.6471092885955713,0.6959235345054389,0.9627185911813396,0.7685838047607833,0.0073892628407838685,0,0.0,0.0,0.0
AST-003207,Network_Device,HR,1,5,4,Critical,6,3,7.291982338700633,0.23475693137195738,31.94977777839626,7,2,0.8475256429033158,0.9533407455355658,0.8962042275138264,0.8990235386509027,0.1410379531781251,0,0.0,0.0,0.0
AST-003208,Workstation,Finance,0,4,3,Critical,1,0,6.536966030361803,0.07567473608430837,2.6341785145165404,0,0,0.9149010299780211,0.7067405948820227,0.7815439853650821,0.801061870075042,0.003918377543619664,0,0.0,0.0,0.0
AST-003209,Workstation,Engineering,1,2,1,Medium,5,0,5.574480452400495,0.14835691696488348,11.351014124686925,16,6,0.816623239136753,0.8414207804920155,0.7905650044840619,0.8162030080376103,0.011900750947656205,0,0.0,0.0,0.0
AST-003210,Workstation,Operations,1,1,3,High,6,1,8.685645491335894,0.11955756339216722,86.87931703735443,23,3,0.3543918230108381,0.11380055619562669,0.950138364098112,0.472776914434859,0.617176581796355,1,472371.1519066404,159166.75617204673,0.2571011987747947
AST-003211,Server,Sales,0,2,1,Low,2,1,7.826971321288423,0.06542267372242698,63.35995760367289,0,1,0.868595183197918,0.610331649152503,0.9370442527422739,0.8053236950308983,0.02186027607682904,0,0.0,0.0,0.0
AST-003212,Workstation,Operations,1,4,2,High,4,0,6.786784928689619,0.15547551355560923,7.085615101422958,24,2,0.0,0.7321711605333907,0.6015418402661479,0.44457100026651286,0.05393262246236089,0,0.0,0.0,0.0
AST-003213,Server,Marketing,1,4,1,High,4,0,6.761485143608432,0.07899705548094073,19.721793788482792,10,4,0.7218313024610672,0.46477506778685196,0.8816163439992691,0.6894075714157295,0.020045300602836727,0,0.0,0.0,0.0
AST-003214,Workstation,Sales,0,1,1,Medium,1,0,5.205753994357135,0.06157809985928468,43.03018040088668,0,0,0.7266228288694894,0.28674608592709355,0.5798902117936802,0.5310863755300878,0.018688686970588987,0,0.0,0.0,0.0
AST-003215,Server,Marketing,0,1,3,Medium,5,3,7.573774630024735,0.2229802057722512,16.26215279055104,3,0,0.04916642822585545,0.37045221752709623,0.9806800872708289,0.4667662443412602,0.06527754116653395,0,0.0,0.0,0.0
AST-003216,Server,Operations,0,3,3,Critical,0,0,0.0,0.0,30.817142830126347,2,0,0.6825384472656322,0.8423176339895809,0.6265044101959181,0.7171201638170436,0.01399564142039424,0,0.0,0.0,0.0
AST-003217,Server,Marketing,0,2,1,Low,1,1,8.459083490373999,0.45743888871288546,27.155970530717546,2,0,0.6951562377270828,0.41092466375328857,0.5325542904301761,0.5462117306368491,0.03504272380574829,0,0.0,0.0,0.0
